component	package	version	namespace	command	capability	ui_status	limitation	custom_changes	scope	cli_source	ui_source
nova	python-openstackclient	7.4.0	openstack.compute.v2	openstack server remove fixed ip	Нет Nova removeFixedIp action по адресу.	no	Detach Interface удаляет интерфейс целиком; редактирование Neutron fixed_ips — другой путь. Не считать автоматической парой к add fixed ip.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/compute/v2/server.py#L3916	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/forms.py#L376; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/tables.py#L1295
nova	python-openstackclient	7.4.0	openstack.compute.v2	openstack server remove floating ip	Disassociate Floating IP.	yes	Основная операция представлена; действуют права и допустимое состояние ресурса.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/compute/v2/server.py#L3944	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/tables.py#L713; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/forms.py#L417
nova	python-openstackclient	7.4.0	openstack.compute.v2	openstack server remove port	Detach Interface по выбранному port.	yes	Основная операция представлена; действуют права и допустимое состояние ресурса.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/compute/v2/server.py#L3977	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/forms.py#L376; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/forms.py#L402
nova	python-openstackclient	7.4.0	openstack.compute.v2	openstack server remove network	Можно отсоединить порты выбранной сети через Detach Interface.	partial	CLI удаляет все interfaces этой network одним вызовом команды; UI выбирает конкретный port, для нескольких нужно повторить.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/compute/v2/server.py#L4016	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/forms.py#L376
nova	python-openstackclient	7.4.0	openstack.compute.v2	openstack server remove security group	Edit Security Groups снимает SG с instance/портов.	yes	Основная операция представлена; действуют права и допустимое состояние ресурса.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/compute/v2/server.py#L4056	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/tables.py#L500; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/workflows/update_instance.py#L26
nova	python-openstackclient	7.4.0	openstack.compute.v2	openstack server remove volume	Detach Volume.	yes	Основная операция представлена; действуют права и допустимое состояние ресурса.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/compute/v2/server.py#L4125	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/forms.py#L235; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/forms.py#L267
nova	python-openstackclient	7.4.0	openstack.compute.v2	openstack server rescue	Rescue Instance с image/password.	yes	Основная операция представлена; действуют права и допустимое состояние ресурса.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/compute/v2/server.py#L4167	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/forms.py#L468; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/tables.py#L180
nova	python-openstackclient	7.4.0	openstack.compute.v2	openstack server resize	Resize Instance выбирает новый flavor; confirm/revert доступны отдельно.	yes	Основная операция представлена; действуют права и допустимое состояние ресурса.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/compute/v2/server.py#L4218	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/tables.py#L578; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/workflows/resize_instance.py#L104
nova	python-openstackclient	7.4.0	openstack.compute.v2	openstack server resize confirm	Confirm Resize/Migrate подтверждает операцию в VERIFY_RESIZE.	yes	Основная операция представлена; действуют права и допустимое состояние ресурса.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/compute/v2/server.py#L4318	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/tables.py#L603; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/instances/tables.py#L196
nova	python-openstackclient	7.4.0	openstack.compute.v2	openstack server resize revert	Revert Resize/Migrate откатывает операцию в VERIFY_RESIZE.	yes	Основная операция представлена; действуют права и допустимое состояние ресурса.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/compute/v2/server.py#L4365	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/tables.py#L623; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/instances/tables.py#L196
nova	python-openstackclient	7.4.0	openstack.compute.v2	openstack server restore	Нет восстановления soft-deleted VM.	no	Rebuild/Unshelve не являются server restore.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/compute/v2/server.py#L4413	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/tables.py#L1295; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/instances/tables.py#L196
nova	python-openstackclient	7.4.0	openstack.compute.v2	openstack server resume	Resume через Toggle Suspend для SUSPENDED instance.	yes	Основная операция представлена; действуют права и допустимое состояние ресурса.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/compute/v2/server.py#L4436	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/tables.py#L288; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/tables.py#L343
nova	python-openstackclient	7.4.0	openstack.compute.v2	openstack server set	Edit Instance меняет name/description; Update Metadata меняет properties.	partial	Нет reset-state, root-password/password clear, server tags и hostname.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/compute/v2/server.py#L4459	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/workflows/update_instance.py#L70; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/tables.py#L733; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/api/rest/nova.py#L475
nova	python-openstackclient	7.4.0	openstack.compute.v2	openstack server shelve	Shelve Instance.	partial	Нет самостоятельного --offload режима (shelveOffload).	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/compute/v2/server.py#L4620	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/tables.py#L352; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/tables.py#L409; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/api/nova.py#L570
nova	python-openstackclient	7.4.0	openstack.compute.v2	openstack server show	Overview instance: основные свойства, IP, security groups, metadata, attached volumes.	partial	Нет CLI --diagnostics и --topology (CPU/NUMA topology); network topology является другим экраном.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/compute/v2/server.py#L4729	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/templates/instances/_detail_overview.html#L1; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/tabs.py#L32
nova	python-openstackclient	7.4.0	openstack.compute.v2	openstack server ssh	Нет открытия локального SSH-клиента к instance с CLI аргументами.	no	Browser console использует console API и не заменяет SSH.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/compute/v2/server.py#L4796	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/tables.py#L540; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/instances/console.py#L27
